transaction_id,date,agency,vendor_id,contract_type,amount,description,currency,is_anomaly
5f61ecba,2025-12-02,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Lump Sum,373359.75,Electrical maintenance of Nirman Bhawan,INR,0
d1ed809b,2025-06-16,Ministry of Rural Development,Adani Enterprises,EPC (Engineering Procurement Construction),75706.89,Water conservation project,INR,0
94834a53,2025-08-04,Ministry of Defence,Hindustan Construction Co,Lump Sum,181646.08,Procurement of spare parts for vehicles,INR,0
0b429782,2025-10-21,Ministry of Defence,Hindustan Construction Co,Item Rate,2023709.13,Supply of high-altitude clothing,INR,0
bfb317b9,2025-10-15,CPWD (Central Public Works Department),GMR Infrastructure,Lump Sum,280167.69,Electrical maintenance of Nirman Bhawan,INR,0
9e0c91e4,2025-04-06,Ministry of Health & Family Welfare,Hindustan Construction Co,Consultancy,565277.58,Supply of medical equipment for AIIMS,INR,0
d523822a,2025-02-04,CPWD (Central Public Works Department),GMR Infrastructure,Lump Sum,992616.47,Horticulture works for central vista,INR,0
6adafa02,2025-04-11,NHAI (National Highways Authority of India),Hindustan Construction Co,Lump Sum,6513074.47,Toll plaza operation and maintenance,INR,0
cb63607f,2025-05-30,CPWD (Central Public Works Department),Tata Projects Ltd,Item Rate,2186183.52,Horticulture works for central vista,INR,0
e635a6e1,2025-06-16,Ministry of Health & Family Welfare,Adani Enterprises,Consultancy,288010.38,Hospital management works,INR,0
f65cfab5,2025-01-26,NHAI (National Highways Authority of India),Reliance Infrastructure,Consultancy,18874461.87,Road safety consultancy services,INR,0
8a4d257b,2025-07-13,NHAI (National Highways Authority of India),Infosys Ltd,Lump Sum,6641094.92,Road safety consultancy services,INR,0
4362a639,2025-11-16,Ministry of Defence,Reliance Infrastructure,Consultancy,130045.63,Maintenance of cantonment roads,INR,0
e99b1200,2025-03-19,CPWD (Central Public Works Department),Wipro Government Solutions,Lump Sum,1085118.45,Electrical maintenance of Shastri Bhawan,INR,0
3c188ee0,2025-05-12,NHAI (National Highways Authority of India),Tata Projects Ltd,Item Rate,687718.48,Construction of 4-lane highway section km 10-50,INR,0
3919e759,2025-03-16,Ministry of Defence,Shapoorji Pallonji Group,Consultancy,12630222.21,Maintenance of cantonment roads,INR,0
44e611a7,2025-04-22,Ministry of Health & Family Welfare,GMR Infrastructure,EPC (Engineering Procurement Construction),359624.28,Supply of medical equipment for AIIMS,INR,0
8b51dbc6,2025-07-29,CPWD (Central Public Works Department),Adani Enterprises,Consultancy,1174562.37,Renovation of government quarters,INR,0
b8e5eb55,2025-01-20,CPWD (Central Public Works Department),GMR Infrastructure,Item Rate,3422527.99,Horticulture works for central vista,INR,0
8fa86deb,2025-09-09,Ministry of Defence,Hindustan Construction Co,Item Rate,111421.11,Procurement of spare parts for vehicles,INR,0
6f8f2be8,2025-03-29,Ministry of Railways,GMR Infrastructure,Item Rate,949114.65,Track renewal works for Eastern Zone,INR,0
d73665cc,2025-07-22,Ministry of Railways,Tata Projects Ltd,Item Rate,2148797.52,Signalling modernization for Chennai Central,INR,0
6cb0a530,2025-02-16,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Consultancy,1090545.1,Toll plaza operation and maintenance,INR,0
4334a03d,2025-03-25,CPWD (Central Public Works Department),Patanjali Ayurved,Item Rate,230100.98,Electrical maintenance of Parliament Annexe,INR,0
cf6f0bc6,2025-01-23,Ministry of Health & Family Welfare,Tata Projects Ltd,Lump Sum,2619013.98,Procurement of vaccines,INR,0
3063e749,2025-03-08,Ministry of Railways,Patanjali Ayurved,Item Rate,161402.32,Procurement of rolling stock components,INR,0
3bc89ed4,2025-05-27,Ministry of Railways,Shapoorji Pallonji Group,Lump Sum,922794.96,Procurement of rolling stock components,INR,0
37da4670,2025-03-04,NHAI (National Highways Authority of India),Patanjali Ayurved,Consultancy,443917.72,Toll plaza operation and maintenance,INR,0
ede83eb3,2025-02-07,Ministry of Defence,Patanjali Ayurved,Item Rate,321714.72,Procurement of spare parts for vehicles,INR,0
2b358fcf,2025-11-24,Ministry of Health & Family Welfare,GMR Infrastructure,EPC (Engineering Procurement Construction),76431025.99,Ghost material entry for site #99,INR,1
e0c2b247,2025-02-23,Ministry of Railways,Reliance Infrastructure,Consultancy,288319.84,Procurement of rolling stock components,INR,0
aa47bf5b,2025-11-21,Ministry of Defence,Reliance Infrastructure,Lump Sum,2405042.54,Maintenance of cantonment roads,INR,0
de75e785,2025-08-24,Ministry of Railways,Larsen & Toubro Ltd,Lump Sum,23161.23,Signalling modernization for Mumbai CST,INR,0
50e94682,2025-02-19,Ministry of Defence,Reliance Infrastructure,Item Rate,17578926.72,Ghost material entry for site #99,INR,1
ccf9b9a3,2025-11-30,Ministry of Defence,Hindustan Construction Co,Consultancy,596936.76,Supply of high-altitude clothing,INR,0
80bee1d5,2025-10-14,Ministry of Railways,Adani Enterprises,Lump Sum,5299413.19,Procurement of rolling stock components,INR,0
d9be73b6,2025-07-14,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),90351.14,Supply of medical equipment for AIIMS,INR,0
46c9034a,2025-12-23,Ministry of Defence,GMR Infrastructure,EPC (Engineering Procurement Construction),1073085.83,Procurement of spare parts for vehicles,INR,0
060e99ec,2025-08-06,Ministry of Defence,Adani Enterprises,Lump Sum,840903.0,Maintenance of cantonment roads,INR,0
7f055ac7,2025-07-01,CPWD (Central Public Works Department),Adani Enterprises,Consultancy,144057.61,Renovation of government quarters,INR,0
fbd35961,2025-09-27,NHAI (National Highways Authority of India),Wipro Government Solutions,Lump Sum,854624.77,Toll plaza operation and maintenance,INR,0
f7d62536,2025-06-09,CPWD (Central Public Works Department),Reliance Infrastructure,Lump Sum,4789902.55,Renovation of government quarters,INR,0
0df88ae1,2025-06-24,Ministry of Defence,Infosys Ltd,Consultancy,17351977.78,Maintenance of cantonment roads,INR,0
7c4320b6,2025-03-28,Ministry of Railways,Hindustan Construction Co,Lump Sum,137060.67,Procurement of rolling stock components,INR,0
544a1bcf,2025-08-02,Ministry of Rural Development,Adani Enterprises,Item Rate,10082174.25,Water conservation project,INR,0
16f22dfb,2025-03-27,Ministry of Rural Development,Patanjali Ayurved,Lump Sum,5893526.44,Road construction under PMGSY,INR,0
8d91965b,2025-04-22,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Consultancy,1126565.8,Horticulture works for central vista,INR,0
87f23bdd,2025-06-17,Ministry of Rural Development,Tata Projects Ltd,Consultancy,500000.0,Miscellaneous liaisoning charges,INR,1
0fb6d0e3,2025-01-28,CPWD (Central Public Works Department),Patanjali Ayurved,EPC (Engineering Procurement Construction),556575.02,Electrical maintenance of Shastri Bhawan,INR,0
f9c31c5f,2025-01-12,Ministry of Railways,Wipro Government Solutions,Item Rate,685813.87,Signalling modernization for Chennai Central,INR,0
281c4b7a,2025-05-29,Ministry of Railways,Larsen & Toubro Ltd,Lump Sum,222650.45,Signalling modernization for Howrah,INR,0
e294ee53,2025-12-15,Ministry of Railways,Rail Vikas Nigam Ltd,Consultancy,4513525.5,Procurement of rolling stock components,INR,0
13a78cc9,2025-04-03,Ministry of Rural Development,Reliance Infrastructure,Lump Sum,852217.32,Water conservation project,INR,0
1b2c212a,2025-02-05,NHAI (National Highways Authority of India),GMR Infrastructure,Lump Sum,798978.51,Toll plaza operation and maintenance,INR,0
000f993f,2025-01-18,Ministry of Defence,Tata Projects Ltd,EPC (Engineering Procurement Construction),6340830.5,Procurement of spare parts for vehicles,INR,0
6eef2499,2025-08-10,NHAI (National Highways Authority of India),Reliance Infrastructure,Item Rate,400000.0,Urgent supply - Vendor TBD,INR,1
38f80114,2025-07-19,NHAI (National Highways Authority of India),Reliance Infrastructure,EPC (Engineering Procurement Construction),551038.65,Road safety consultancy services,INR,0
6962982d,2025-11-13,Ministry of Railways,Larsen & Toubro Ltd,Lump Sum,318178.94,Track renewal works for Northern Zone,INR,0
6ccd7b36,2025-12-03,Ministry of Railways,Tata Projects Ltd,Lump Sum,7082737.25,Procurement of rolling stock components,INR,0
9e9b036d,2025-11-23,Ministry of Defence,Hindustan Construction Co,EPC (Engineering Procurement Construction),34847.98,Maintenance of cantonment roads,INR,0
c53274db,2025-02-13,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),511589.71,Road safety consultancy services,INR,0
c384e57b,2025-07-15,Ministry of Health & Family Welfare,Adani Enterprises,Consultancy,316293.34,Hospital management works,INR,0
be848f1d,2025-05-07,Ministry of Rural Development,Shapoorji Pallonji Group,Consultancy,2013328.66,Water conservation project,INR,0
f9f30105,2025-03-09,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),4552669.94,Renovation of government quarters,INR,0
94bf416c,2025-10-18,Ministry of Railways,Wipro Government Solutions,EPC (Engineering Procurement Construction),18498524.22,Track renewal works for Southern Zone,INR,0
12410cd1,2025-06-12,CPWD (Central Public Works Department),Bharat Electronics Ltd,Consultancy,95226.67,Electrical maintenance of Shastri Bhawan,INR,0
68861c1d,2025-05-07,Ministry of Defence,Tata Projects Ltd,Consultancy,1200900.25,Maintenance of cantonment roads,INR,0
e3aeb437,2025-03-15,CPWD (Central Public Works Department),Wipro Government Solutions,Consultancy,3277099.12,Electrical maintenance of Nirman Bhawan,INR,0
f501e7bb,2025-08-05,Ministry of Railways,Adani Enterprises,Item Rate,4010771.37,Procurement of rolling stock components,INR,0
6bf67cd6,2025-08-27,Ministry of Defence,Adani Enterprises,EPC (Engineering Procurement Construction),6010049.87,Supply of high-altitude clothing,INR,0
0d2f2573,2025-08-13,Ministry of Defence,Adani Enterprises,EPC (Engineering Procurement Construction),13002967.42,Maintenance of cantonment roads,INR,0
af179743,2025-03-23,Ministry of Health & Family Welfare,Hindustan Construction Co,Consultancy,9090481.2,Supply of medical equipment for AIIMS,INR,0
e57bb0f2,2025-12-05,Ministry of Health & Family Welfare,Wipro Government Solutions,EPC (Engineering Procurement Construction),2245795.64,Supply of medical equipment for AIIMS,INR,0
7b73483d,2025-07-19,Ministry of Railways,Patanjali Ayurved,Lump Sum,967026.27,Procurement of rolling stock components,INR,0
065dee67,2025-01-22,Ministry of Rural Development,Hindustan Construction Co,Consultancy,4957041.58,Water conservation project,INR,0
a40b6b38,2025-09-07,Ministry of Railways,Wipro Government Solutions,Lump Sum,2867069.57,Track renewal works for Northern Zone,INR,0
4440f41d,2025-07-27,Ministry of Railways,Adani Enterprises,EPC (Engineering Procurement Construction),4254695.27,Procurement of rolling stock components,INR,0
75898da6,2025-10-24,Ministry of Defence,Hindustan Construction Co,Consultancy,2200000.0,Ghost material entry for site #99,INR,1
cfb6ad81,2025-11-04,Ministry of Railways,Tata Projects Ltd,EPC (Engineering Procurement Construction),346733.15,Track renewal works for Western Zone,INR,0
767194a3,2025-11-01,Ministry of Defence,GMR Infrastructure,EPC (Engineering Procurement Construction),669762.56,Procurement of spare parts for vehicles,INR,0
42a3039b,2025-12-24,Ministry of Railways,Reliance Infrastructure,Consultancy,226710.74,Procurement of rolling stock components,INR,0
ef5afca5,2025-04-17,NHAI (National Highways Authority of India),Reliance Infrastructure,Item Rate,904831.35,Toll plaza operation and maintenance,INR,0
8a0d053e,2025-10-17,CPWD (Central Public Works Department),Adani Enterprises,Lump Sum,7511515.72,Horticulture works for central vista,INR,0
b7dfb784,2025-03-12,NHAI (National Highways Authority of India),Patanjali Ayurved,Lump Sum,214266.82,Construction of 4-lane highway section Package-IV,INR,0
ea3f360c,2025-07-07,Ministry of Health & Family Welfare,Hindustan Construction Co,Item Rate,166571.85,Procurement of vaccines,INR,0
cf79a881,2025-08-27,Ministry of Defence,Bharat Electronics Ltd,Lump Sum,680315.47,Maintenance of cantonment roads,INR,0
8b82255f,2025-09-02,NHAI (National Highways Authority of India),Wipro Government Solutions,Consultancy,72398622.45,Construction of 4-lane highway section Package-IV,INR,0
a47b1a02,2025-10-26,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,Lump Sum,4278559.6,Horticulture works for central vista,INR,0
ff08ecae,2025-10-11,Ministry of Railways,Tata Projects Ltd,Item Rate,11075764.05,Track renewal works for Eastern Zone,INR,0
53b418f4,2025-02-03,CPWD (Central Public Works Department),Bharat Electronics Ltd,Consultancy,425288.03,Renovation of government quarters,INR,0
533a5401,2025-07-17,Ministry of Rural Development,Infosys Ltd,Consultancy,522793.59,Water conservation project,INR,0
a42badb8,2025-03-08,Ministry of Railways,Wipro Government Solutions,Consultancy,6064541.4,Procurement of rolling stock components,INR,0
058416af,2025-02-21,Ministry of Health & Family Welfare,Bharat Electronics Ltd,Lump Sum,516564.88,Hospital management works,INR,0
2ba1d743,2025-09-17,CPWD (Central Public Works Department),Hindustan Construction Co,EPC (Engineering Procurement Construction),401709.15,Renovation of government quarters,INR,0
4086fda8,2025-02-25,NHAI (National Highways Authority of India),Shapoorji Pallonji Group,Consultancy,622772.49,Road safety consultancy services,INR,0
424621a5,2025-01-28,Ministry of Railways,Larsen & Toubro Ltd,Consultancy,6041065.42,Signalling modernization for Howrah,INR,0
3f237025,2025-08-04,CPWD (Central Public Works Department),Infosys Ltd,Lump Sum,2183761.15,Horticulture works for central vista,INR,0
529f2369,2025-05-04,CPWD (Central Public Works Department),Patanjali Ayurved,Lump Sum,707172.38,Horticulture works for central vista,INR,0
6d169813,2025-10-13,Ministry of Defence,Adani Enterprises,Lump Sum,69908354.96,Emergency procurement of unspecified consumables,INR,1
72ad83d5,2025-03-04,Ministry of Railways,GMR Infrastructure,EPC (Engineering Procurement Construction),604733.55,Track renewal works for Eastern Zone,INR,0
7eaa5214,2025-10-09,CPWD (Central Public Works Department),Reliance Infrastructure,EPC (Engineering Procurement Construction),51608847.54,Urgent supply - Vendor TBD,INR,1
78bc7aee,2025-07-22,Ministry of Rural Development,Patanjali Ayurved,EPC (Engineering Procurement Construction),402134.05,Water conservation project,INR,0
ccfc5aab,2025-04-06,Ministry of Defence,Tata Projects Ltd,Consultancy,2625844.36,Procurement of spare parts for vehicles,INR,0
9e713f1b,2025-12-07,Ministry of Defence,Reliance Infrastructure,Consultancy,10930192.96,Procurement of spare parts for vehicles,INR,0
e8d87124,2025-04-26,Ministry of Rural Development,Bharat Electronics Ltd,Consultancy,2566503.61,Road construction under PMGSY,INR,0
d738f0b0,2025-09-14,Ministry of Rural Development,Adani Enterprises,Item Rate,1206327.21,Road construction under PMGSY,INR,0
6b2b3bb7,2025-05-28,Ministry of Health & Family Welfare,Larsen & Toubro Ltd,Consultancy,512977.14,Procurement of vaccines,INR,0
8af5daff,2025-12-15,CPWD (Central Public Works Department),Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),392046.4,Renovation of government quarters,INR,0
8ccf598e,2025-12-18,Ministry of Defence,Infosys Ltd,Item Rate,534225.21,Procurement of spare parts for vehicles,INR,0
db8bd47f,2026-01-08,Ministry of Defence,Larsen & Toubro Ltd,Lump Sum,1027337.18,Procurement of spare parts for vehicles,INR,0
1faad7ba,2025-05-16,CPWD (Central Public Works Department),GMR Infrastructure,Consultancy,479956.87,Renovation of government quarters,INR,0
61375391,2025-12-18,Ministry of Rural Development,Reliance Infrastructure,Lump Sum,4210201.08,Water conservation project,INR,0
1399349a,2025-06-20,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,1730954.08,Toll plaza operation and maintenance,INR,0
3e487ff0,2025-05-08,CPWD (Central Public Works Department),Hindustan Construction Co,Lump Sum,1956254.14,Electrical maintenance of Parliament Annexe,INR,0
